id_abjad,id,id_band,nama_band,judul
3,45352,1552,Bastille,Flaws
3,9889,1535,Beyonce Knowles,Flaws And All
3,45435,1563,Beady Eye,Flick Of The Finger
3,42592,4756,Band Indie,Float Pulang
3,44856,1515,Brad Paisley,Flowers
3,45178,1534,Bon Iver,Flume Acoustic
3,9840,1532,Bloc Party,Flux Acoustic
3,44906,1517,Bryan Adams,Flying
3,9117,1502,Barenaked Ladies,Fog Of Writing
3,45301,1544,Ben Howard,Follaton Wood
3,9419,1514,Breaking Benjamin,Follow
3,10208,1557,Brandi Carlile,Follow
3,10486,1581,Brett Dennen,Follow Your Heart
3,44967,1520,Ben Harper,Fool For A Lonesome Train
3,44926,1518,Blur,Fools Day
3,9948,1539,Buddy Holly,Fools Paradise
3,45275,1542,Blake Shelton,Footloose
3,9090,1502,Barenaked Ladies,Footprints
3,9988,1540,Band Of Horses,For Annabelle
3,10281,1563,Beady Eye,For Anyone
3,45179,1534,Bon Iver,For Emma Live
3,45083,1526,Blue October,For My Brother
3,9222,1506,Boyce Avenue,For The First Time
3,9730,1526,Blue October,For The Love
3,10402,1572,Buckcherry,For The Movies
3,9530,1518,Blur,For Tomorrow
3,8979,1499,Bruce Springsteen,For You
3,44580,1502,Barenaked Ladies,For You
3,9589,1520,Ben Harper,Forever
3,44839,1514,Breaking Benjamin,Forever
3,44752,1510,Bob Marley,Forever Loving Jah
3,8940,1498,Bob Dylan,Forever Yound
3,8897,1498,Bob Dylan,Forever Young
3,45403,1557,Brandi Carlile,Forever Young
3,9409,1514,Breaking Benjamin,Forget It
3,9799,1529,Black Crowes,Fork In The River
3,10270,1563,Beady Eye,Four Letter Word
3,44581,1502,Barenaked Ladies,Four Seconds
3,44619,1503,Bright Eyes,Four Winds
3,9091,1502,Barenaked Ladies,Fox On The Run
3,10291,1564,Bates,Fox On The Run
3,10229,1558,Bloodhound Gang,Foxtrot Uniform Charlie Kilo
3,10227,1558,Bloodhound Gang,Foxtrot Uniform Charlie Kilo Acoustic
3,10329,1565,Boehse Onkelz,Fr Immer
3,10024,1542,Blake Shelton,Frame Of Mine
3,45545,1578,Beautiful South,Frank And Delores
3,44485,1499,Bruce Springsteen,Frankie
3,9027,1499,Bruce Springsteen,Frankie Fell In Love
3,10471,1580,Ben Folds,Fred Jones Part 2
3,9834,1531,Boys Like Girls,Free
3,10413,1574,Bert Jansch,Fresh As A Sweet Sunday Morning
3,44403,1498,Bob Dylan,Friday Fake Cover
3,10540,1587,Brantley Gilbert,Friday Night
3,45452,1564,Bates,Friendship
3,4286,176,Budi Doremi,Friendzone
3,45557,1580,Ben Folds,From Above
3,51190,135,Begundal Lowokwaru [indie],From The Patch To The Pin
3,10498,1581,Brett Dennen,Frozen In Slow Motion
3,9376,1512,Byrds,Full Circle
3,9348,1511,Beck,Fume
3,8980,1499,Bruce Springsteen,Further On Up The Road Live In Dublin
3,8857,1497,Blink 182,Fxxk A Dog
3,44553,1501,Bad Religion,Fxxk You
3,53630,163,Boomerang,Gadis Extravaganza
3,54268,5622,Bayu Skak WTB,Gak Iso Turu
3,10347,1567,Barclay James Harvest,Galadriel
3,10557,1589,Blind Melon,Galaxie
3,9364,1511,Beck,Gamma Ray Acoustic
3,44753,1510,Bob Marley,Ganja Gun
3,59191,5830,Baby Shima,Garaga
3,9861,1533,Britney Spears,Gasoline
3,9927,1538,Bouncing Souls,Gasoline
3,44404,1498,Bob Dylan,Gates Of Eden
3,44486,1499,Bruce Springsteen,Gave It A Name
3,55637,5908,Boyzone,Gave It All Away
3,55419,1190,Bondan Prakoso,Generasiku
3,9187,1505,Biffy Clyro,Get Fxxked Stud
3,10145,1552,Bastille,Get Home
3,9118,1502,Barenaked Ladies,Get In Line
3,9657,1522,Belle And Sebastian,Get Me Away From Here Im Dying
3,5825,158,Bon Jovi,Get Ready
3,45321,1547,Bob,Ghost In The Machine
3,45214,1538,Bouncing Souls,Ghost On The Boardwalk
3,44367,1497,Blink 182,Ghost On The Dance Floor
3,45215,1538,Bouncing Souls,Ghosts On The Boardwalk
3,375,145,Bio 234,Gila
3,9282,1509,Bowling For Soup,Girl All The Bad Guys Want
3,44941,1519,Beach Boys,Girl Dont Tell Me
3,9804,1529,Black Crowes,Girl From A Pawnshop
3,8898,1498,Bob Dylan,Girl From The North Country
3,45395,1556,Blue Rodeo,Girl In Green
3,9239,1507,Bruno Mars,Girl In The Window
3,8858,1497,Blink 182,Girl Next Door
3,9963,1539,Buddy Holly,Girl On My Mind
3,45579,1582,Blondie,Girlie Girlie
3,44927,1518,Blur,Girls And Boys
3,44487,1499,Bruce Springsteen,Girls In Their Summer Clothes
3,45436,1563,Beady Eye,Girls In Uniform
3,44582,1502,Barenaked Ladies,Give It Back To You
3,45229,1539,Buddy Holly,Give Me
3,44840,1514,Breaking Benjamin,Give Me A Sign
3,9420,1514,Breaking Benjamin,Give Me A Sign Acoustic
3,10417,1575,Brandon Heath,Give Me Your Eyes
3,9600,1521,Bee Gees,Give Your Best
3,9028,1499,Bruce Springsteen,Glory Days
3,9921,1537,Bush,Glycerine
3,45206,1537,Bush,Glycerine Acoustic
3,9822,1531,Boys Like Girls,Go
3,9914,1536,Bring Me The Horizon,Go To Hell For Heavens Sake
3,9178,1505,Biffy Clyro,God And Satan
3,45276,1542,Blake Shelton,God Gave Me You
3,45188,1535,Beyonce Knowles,God Made You Beautiful
3,44942,1519,Beach Boys,God Only Knows
3,44554,1501,Bad Religion,God Song
3,9062,1501,Bad Religion,God Song Acoustic
3,44816,1512,Byrds,Goin Back
3,45437,1563,Beady Eye,Goin Off Big Time
3,10242,1561,Blue Oyster Cult,Goin Through The Motions
3,45514,1570,Brooks And Dunn,Goin Under Gettin Over You
3,45483,1566,Butch Walker,Going Backgoing Home
3,9266,1508,Black Keys,Gold On The Ceiling
3,44583,1502,Barenaked Ladies,Golden Boy
3,45216,1538,Bouncing Souls,Gone
3,10312,1564,Bates,Gonna Make It Through The Night
3,9092,1502,Barenaked Ladies,Gonna Walk
3,10442,1577,Better Than Ezra,Good
3,10354,1568,Billy Currington,Good Directions
3,9800,1529,Black Crowes,Good Friday
3,10292,1564,Bates,Good Friends
3,45305,1545,Built To Spill,Good Ol Boredom
3,9199,1506,Boyce Avenue,Good Riddance Time Of Your Life
3,45453,1564,Bates,Good Times Are Gone
3,395,152,Blackout,Goodbye
3,61497,7524,Billie Eilish,Goodbye
3,9704,1524,Billy Joel,Goodnight My Angel
3,45050,1524,Billy Joel,Goodnight Saigon
3,44701,1507,Bruno Mars,Gorilla
3,44702,1507,Bruno Mars,Gorilla Acoustic
3,10101,1549,Black Rebel Motorcycle Club,Got No Right
3,9686,1524,Billy Joel,Got To Begin Again
3,8941,1498,Bob Dylan,Gotta Serve Somebody
3,59877,167,Brigade 07,Grace
3,10045,1544,Ben Howard,Gracious
3,9293,1509,Bowling For Soup,Graduation Trip
3,10010,1542,Blake Shelton,Granddaddys Gun
3,45145,1531,Boys Like Girls,Great Escape
3,45146,1531,Boys Like Girls,Great Escape Acoustic
3,45253,1540,Band Of Horses,Great Salt Lake
3,45051,1524,Billy Joel,Great Suburban Showdown
3,45277,1542,Blake Shelton,Green
3,9119,1502,Barenaked Ladies,Green Christmas
3,45341,1550,Billy Bragg,Greetings To The New Brunette
3,9240,1507,Bruno Mars,Grenade
3,44669,1506,Boyce Avenue,Grenade
3,10549,1587,Brantley Gilbert,Grits - Girls Raised In The South
3,8981,1499,Bruce Springsteen,Growin Up
3,45493,1568,Billy Currington,Growin Up Down There
3,45115,1528,Bayside,Guardrail
3,9303,1510,Bob Marley,Guava Jelly
3,44794,1511,Beck,Guess Im Doing Fine
3,44841,1514,Breaking Benjamin,Had Enough
3,45454,1564,Bates,Haessliches Kleines Maedchen
3,51241,183,Bunga Hitam,HAI PUNK
3,9139,1503,Bright Eyes,Haile Selassie
3,10108,1549,Black Rebel Motorcycle Club,Half-state
3,44737,1509,Bowling For Soup,Halfway Around The World
3,45378,1555,Big Time Rush,Halfway There
3,45594,1587,Brantley Gilbert,Halfway To Heaven
3,61542,7538,Billy Fury,Halfway To Paradise
3,10435,1576,Bamboo,Hallelujah
3,44754,1510,Bob Marley,Hallelujah Time
3,45189,1535,Beyonce Knowles,Halo
3,9872,1534,Bon Iver,Halocene
3,10313,1564,Bates,Halte Dich Bereit
3,60804,7415,Baim Feat Rendy Pandugo,Halusinasi
3,9329,1510,Bob Marley,Hammer
3,374,144,Bintang,Hampa
3,41665,4459,Bintang Band,Hampa
3,41658,4455,Barra Band,Hampir Putus Asa
3,60226,7081,Banun,Hampir Rapuh
3,10113,1550,Billy Bragg,Handyman Blues
3,44885,1516,Billy Talent,Hanging By A Thread
3,9468,1516,Billy Talent,Hanging By A Thread Acoustic
3,10515,1582,Blondie,Hanging On The Telephone
3,42629,4760,Bayou Reunion,Hanya Dirimu Acoustic Version
3,443,180,Bunga Citra Lestari,Hanya Untukmu
3,10218,1557,Brandi Carlile,Happy
3,44488,1499,Bruce Springsteen,Happy
3,9155,1503,Bright Eyes,Happy Accident
3,8879,1497,Blink 182,Happy Holidays You Bastard
3,5826,158,Bon Jovi,Happy Now
3,45342,1550,Billy Bragg,Hard Times Of Old England Retold
3,55010,180,Bunga Citra Lestari,Hari Bahagia
3,44405,1498,Bob Dylan,Hark The Herald Angels Sing
3,44983,1521,Bee Gees,Harrys Gate
3,58697,180,Bunga Citra Lestari,Harta Berharga
3,52914,4457,BigBang,Haru-haru
3,423,166,Brand New Storm,Harus Meninggalkanmu
3,9452,1515,Brad Paisley,Harvey Bodin
3,10197,1556,Blue Rodeo,Hasnt Hit Me Yet
3,61531,7529,Buena Vista Social Club,Hasta Siempre Comandante Che Guevara
3,9741,1526,Blue October,Hate Me
3,58589,6659,Ben Sihombing Feat Cindercella,Hati
3,52401,1330,Betharia Sonata,Hati Seorang Wanita
3,52403,1330,Betharia Sonata,Hati Yang Luka
3,4367,1330,Betharia Sonata,Hati yang Luka kord
3,52393,1330,Betharia Sonata,Hatiku Menangis
3,55432,175,Budi,Hatiku Telah Dijleb Jlebin Kamu
3,3933,176,Budi Doremi,Hatiku Telah Dijleb-jlebin Kamu
3,10136,1552,Bastille,Haunt
3,44670,1506,Boyce Avenue,Have That I Love You
3,45230,1539,Buddy Holly,Have You Ever Been Lonely
3,9496,1517,Bryan Adams,Have You Ever Really Loved A Woman
3,44907,1517,Bryan Adams,Have You Ever Really Loved A Women
3,44817,1512,Byrds,Have You Seen Her Face
3,44584,1502,Barenaked Ladies,Have You Seen My Love
3,9545,1519,Beach Boys,Hawaii
3,10025,1542,Blake Shelton,Hay
3,45161,1533,Britney Spears,He About To Lose Me
3,9434,1515,Brad Paisley,He Didnt Have To Be
3,9093,1502,Barenaked Ladies,He Makes Me Want Her Again
3,10426,1575,Brandon Heath,He Paid It All
3,9902,1535,Beyonce Knowles,He Still Loves Me
3,9377,1512,Byrds,He Was A Friend Of Mine
3,10204,1556,Blue Rodeo,Head Over Heels
3,9564,1519,Beach Boys,Heads You Win Tails I Lose
3,10530,1585,Blackmores Night,Health To The Company
3,61548,7541,Blue Sky,Hear Me Calling
3,9200,1506,Boyce Avenue,Hear Me Now
3,9823,1531,Boys Like Girls,Heart Heart Heartbreak
3,9349,1511,Beck,Heart Is A Drum
3,10507,1582,Blondie,Heart Of Glass
3,10094,1548,Bryan Ferry,Heartache By Numbers
3,9949,1539,Buddy Holly,Heartbeat
3,61404,6540,BTS,Heartbeat
3,45254,1540,Band Of Horses,Heartbreak On The 101
3,44984,1521,Bee Gees,Heartbreaker
3,44368,1497,Blink 182,Hearts All Gone
3,10209,1557,Brandi Carlile,Hearts Content
3,44489,1499,Bruce Springsteen,Hearts Of Stone
3,9223,1506,Boyce Avenue,Heaven
3,9509,1517,Bryan Adams,Heaven
3,9890,1535,Beyonce Knowles,Heaven
3,45568,1581,Brett Dennen,Heaven
3,8982,1499,Bruce Springsteen,Heavens Wall
3,9274,1508,Black Keys,Heavy Soul
3,10479,1580,Ben Folds,Heist
3,9029,1499,Bruce Springsteen,Held Up Without A Gun
3,9843,1532,Bloc Party,Helicopter
3,10089,1548,Bryan Ferry,Hell Have To Go
3,45595,1587,Brantley Gilbert,Hell On An Angel
3,10541,1587,Brantley Gilbert,Hell On Wheels
3,45190,1535,Beyonce Knowles,Hello
3,60953,1499,Bruce Springsteen,Hello Sunshine
3,44406,1498,Bob Dylan,Help Me Make It Through The Night
3,44943,1519,Beach Boys,Help Me Rhonda
3,10293,1564,Bates,Heo
3,9256,1507,Bruno Mars,Her World Goes On
3,44585,1502,Barenaked Ladies,Here Come The Geese
3,8899,1498,Bob Dylan,Here Comes Santa Claus
3,10336,1566,Butch Walker,Here Comes The
3,56695,5987,Big Baby Driver,Here For You
3,9497,1517,Bryan Adams,Here I Am
3,45278,1542,Blake Shelton,Here I Am
3,9410,1514,Breaking Benjamin,Here We Are
3,9392,1512,Byrds,Here Without You
3,45580,1582,Blondie,Heres Looking At You
3,10380,1569,Brooke Fraser,Heres To You
3,58837,6745,Boyce Avenue ft Mariana Nolasco,Hero
3,44908,1517,Bryan Adams,Hey Baby
3,10521,1583,Blessthefall,Hey Baby Heres That Song You Wanted
3,44490,1499,Bruce Springsteen,Hey Blue Eyes
3,10365,1568,Billy Currington,Hey Girl
3,61550,7542,Battle,Hey Hey My My
3,10447,1577,Better Than Ezra,Hey Love
3,44818,1512,Byrds,Hickory Wind
3,51202,161,Bondan Prakoso & Fade 2 Black,Hidup Berawal Dari Mimpi
3,44491,1499,Bruce Springsteen,High Hopes
3,8942,1498,Bob Dylan,Highway 51 Blues
3,9928,1538,Bouncing Souls,Highway Kings
3,8983,1499,Bruce Springsteen,Highway Patrolman
3,54293,5640,Batik Band,Hilang
3,57447,6190,Bito Beyto,Hilang
3,368,140,Better Future [indie],Hilang Di Utara
3,10011,1542,Blake Shelton,Hillbilly Bone
3,10056,1545,Built To Spill,Hindight
3,45306,1545,Built To Spill,Hindsight
3,9849,1533,Britney Spears,Hit Me Baby One More Time
3,44620,1503,Bright Eyes,Hit The Switch
3,60954,1499,Bruce Springsteen,Hitch Hikin
3,9188,1505,Biffy Clyro,Hiya
3,44671,1506,Boyce Avenue,Ho Hey
3,9601,1521,Bee Gees,Hold Her In Your Hand
3,45162,1533,Britney Spears,Hold It Against Me
3,45163,1533,Britney Spears,Hold It Against Me Acoustic
3,9626,1521,Bee Gees,Holiday
3,9824,1531,Boys Like Girls,Holiday
3,45422,1562,Bob Seger,Hollywood Nights
3,9882,1534,Bon Iver,Holocene
3,45180,1534,Bon Iver,Holocene Acoustic
3,9749,1527,Backstreet Boys,Hologram
3,9365,1511,Beck,Holy Man
3,10578,1594,Birdy,Home
3,45279,1542,Blake Shelton,Home
3,44842,1514,Breaking Benjamin,Home Acoustic
3,10026,1542,Blake Shelton,Home Sweet Home
3,10012,1542,Blake Shelton,Honey Bee
3,10114,1550,Billy Bragg,Honey Im A Big Boy Now
3,45515,1570,Brooks And Dunn,Honky Tonk Truth
3,9421,1514,Breaking Benjamin,Hopeless
3,9941,1538,Bouncing Souls,Hopeless Romantic
3,10262,1562,Bob Seger,Horizontal Bop
3,45508,1569,Brooke Fraser,Hosanna
3,45509,1569,Brooke Fraser,Hoseas Wife
3,61498,7524,Billie Eilish,Hostage
3,3844,1145,Bunga Citra Lestari feat Intan Ayu,Hot
3,9862,1533,Britney Spears,Hot As Ice
3,10153,1553,Ben Folds Five,House
3,44407,1498,Bob Dylan,House Of The Rising Sun
3,45587,1584,Beatsteaks,House On Fire
3,10034,1543,Bombay Bicycle Club,How Are You
3,44492,1499,Bruce Springsteen,How Can A Poor Man Stand Such Times And Live
3,44985,1521,Bee Gees,How Can You Mend A Broken Heart
3,45293,1543,Bombay Bicycle Club,How Can You Swallow So Much Sleep
3,44986,1521,Bee Gees,How Deep Is Your Love
3,9763,1527,Backstreet Boys,How Did I Fall In Love With You
3,44909,1517,Bryan Adams,How Do Ya Feel Tonight
3,44738,1509,Bowling For Soup,How Far This Can Go
3,9224,1506,Boyce Avenue,How Far Weve Come
3,9120,1502,Barenaked Ladies,How Long
3,45396,1556,Blue Rodeo,How Long
3,10385,1570,Brooks And Dunn,How Long Gone
3,45546,1578,Beautiful South,How Longs A Tear Take To Dry
3,9304,1510,Bob Marley,How Many Times
3,45404,1557,Brandi Carlile,How These Days Grow Long
3,9791,1528,Bayside,How To Fix Everything
3,9978,1540,Band Of Horses,How To Live
3,9201,1506,Boyce Avenue,How To Save A Life
3,8900,1498,Bob Dylan,Hucks Tune
3,51194,138,Benyamin S,Hujan Gerimis Aje
3,51186,131,Base Jam,Hujan Tanpa Awan
3,60457,7218,Brotherhood,Hujan Tentangmu
3,44586,1502,Barenaked Ladies,Humour Of The Situation
3,9140,1503,Bright Eyes,Hundreds Of Ways
3,9030,1499,Bruce Springsteen,Hungry Heart
3,8984,1499,Bruce Springsteen,Hunter Of Invisible Game
3,9841,1532,Bloc Party,Hunting For Witches
3,44493,1499,Bruce Springsteen,Hurry Up Sundown
3,10391,1570,Brooks And Dunn,Husbands And Wives
3,44944,1519,Beach Boys,Hushabye
3,45217,1538,Bouncing Souls,Hybrid Moments
3,10122,1550,Billy Bragg,I Aint Got Not Home
3,45343,1550,Billy Bragg,I Almost Killed You
3,44819,1512,Byrds,I Am A Pilgrim
3,9676,1523,Black Veil Brides,I Am Bulletproof
3,9667,1523,Black Veil Brides,I Am Bulletproof Acoustic
3,9776,1528,Bayside,I And I
3,44408,1498,Bob Dylan,I Believe In You
3,45455,1564,Bates,I Can Handle It
3,9546,1519,Beach Boys,I Can Hear Music
3,9094,1502,Barenaked Ladies,I Can I Will I Do
3,45018,1522,Belle And Sebastian,I Can See Your Future
3,44587,1502,Barenaked Ladies,I Can Sing
3,44857,1515,Brad Paisley,I Cant Change The World
3,45116,1528,Bayside,I Cant Go On
3,9873,1534,Bon Iver,I Cant Make You Love Me
3,10438,1576,Bamboo,I Cant Make You Love Me
3,9602,1521,Bee Gees,I Cant See Nobody
3,45191,1535,Beyonce Knowles,I Care
3,9627,1521,Bee Gees,I Close My Eyes
3,9378,1512,Byrds,I Come And Stand At Every Door
3,9645,1522,Belle And Sebastian,I Didnt See It Coming
3,9565,1519,Beach Boys,I Do
3,44858,1515,Brad Paisley,I Do Now
3,60964,1536,Bring Me The Horizon,I Don't Know What To Say
3,9121,1502,Barenaked Ladies,I Dont Get It Anymore
3,9095,1502,Barenaked Ladies,I Dont Like
3,45456,1564,Bates,I Dont Love You
3,44987,1521,Bee Gees,I Dont Think Its Funny
3,10294,1564,Bates,I Dont Wanna Love You
3,44409,1498,Bob Dylan,I Dreamed I Saw St Augustine
3,9510,1517,Bryan Adams,I Finally Found Someone
3,10051,1544,Ben Howard,I Forgot Where We Were
3,45280,1542,Blake Shelton,I Found Someone
3,44945,1519,Beach Boys,I Get Around
3,9929,1538,Bouncing Souls,I Get Lost
3,9705,1524,Billy Joel,I Go To Extremes
3,10355,1568,Billy Currington,I Got A Feelin
3,9283,1509,Bowling For Soup,I Gotchoo
3,10166,1554,Black Eyed Peas,I Gotta Feeling
3,44672,1506,Boyce Avenue,I Had To Try
3,10314,1564,Bates,I Hate To Go
3,45281,1542,Blake Shelton,I Have Been Lonely
3,44588,1502,Barenaked Ladies,I Have Learned
3,9453,1515,Brad Paisley,I Hope Thats Me
3,45542,1577,Better Than Ezra,I Just Knew
3,44795,1511,Beck,I Just Started Hating Some People Today
3,9393,1512,Byrds,I Knew Id Want You
3,44673,1506,Boyce Avenue,I Knew You Were Trouble
3,60970,1562,Bob Seger,I Knew You When
3,9122,1502,Barenaked Ladies,I Know
3,44755,1510,Bob Marley,I Know A Place
3,45457,1564,Bates,I Know Now
3,9658,1522,Belle And Sebastian,I Know Where The Summer Goes
3,44621,1503,Bright Eyes,I Know You
3,10174,1555,Big Time Rush,I Know You Know
3,45282,1542,Blake Shelton,I Like Doin What She Likes
3,10247,1561,Blue Oyster Cult,I Love The Night
3,392,150,Black Jack [indie],I love you
3,10070,1546,Brian Jonestown Massacre,I Love You Always
3,9891,1535,Beyonce Knowles,I Miss You
3,42641,4768,Boy William,I Miss You
3,44369,1497,Blink 182,I Miss You
3,61519,7526,Brian And Jenn Johnson,I Need You More
3,61481,7523,Boston,I Need Your Love
3,8943,1498,Bob Dylan,I Pity The Poor Immigrant
3,9096,1502,Barenaked Ladies,I Saw It
3,8901,1498,Bob Dylan,I Shall Be Released
3,45494,1568,Billy Currington,I Shall Return
3,44988,1521,Bee Gees,I Started A Joke
3,10013,1542,Blake Shelton,I Still Got A Finger
3,9498,1517,Bryan Adams,I Still Miss You A Little Bit
3,50894,4466,Byul,I Think I
3,41676,4466,Byul,I Think I Love You Full House OST
3,45218,1538,Bouncing Souls,I Think The World
3,44410,1498,Bob Dylan,I Threw It All Away
3,45336,1549,Black Rebel Motorcycle Club,I Told You
3,9825,1531,Boys Like Girls,I Told You So
3,45203,1536,Bring Me The Horizon,I Used To Make Out With Medusa
3,61516,7525,Ben Rector,I Wanna Dance With Somebody
3,9850,1533,Britney Spears,I Wanna Go
3,45019,1522,Belle And Sebastian,I Want The World To Stop
3,44411,1498,Bob Dylan,I Want You
3,10295,1564,Bates,I Want You Back Again
3,9903,1535,Beyonce Knowles,I Was Here
3,44703,1507,Bruno Mars,I Was Only Dancing
3,44910,1517,Bryan Adams,I Was Only Dreamin
3,45405,1557,Brandi Carlile,I Will
3,44911,1517,Bryan Adams,I Will Always Return
3,44622,1503,Bright Eyes,I Will Be Grateful For This Day
3,10427,1575,Brandon Heath,I Will Lay You Down
3,9579,1520,Ben Harper,I Will Not Be Broken
3,9411,1514,Breaking Benjamin,I Will Not Bow
3,45136,1530,Brand New,I Will Play My Game Beneath The Spin Light
3,3932,161,Bondan Prakoso & Fade 2 Black,I Will Survive
3,4167,1190,Bondan Prakoso,I Will Survive
3,5827,158,Bon Jovi,I Wish Everyday Could Be Like Christmas
3,44494,1499,Bruce Springsteen,I Wish I Were Blind
3,9156,1503,Bright Eyes,I Woke Up With This Song In My Head This Morning
3,44796,1511,Beck,I Wont Be Long
3,9075,1501,Bad Religion,I Wont Say Anything
3,10065,1545,Built To Spill,I Would Hurt A Fly
3,54357,5325,Broken Rose,I'm A Bad Sinner
3,59496,120,Baim,I've Had Enough With Love
3,45353,1552,Bastille,Icarus
3,9202,1506,Boyce Avenue,Ice Box Acoustic
3,10374,1569,Brooke Fraser,Ice On Her Lashes
3,9031,1499,Bruce Springsteen,Iceman
3,5828,158,Bon Jovi,Id Die For You
3,61499,7524,Billie Eilish,Idontwannabeyouanymore
3,45192,1535,Beyonce Knowles,If
3,9603,1521,Bee Gees,If I Cant Have You
3,44589,1502,Barenaked Ladies,If I Had A Million Dollars
3,44912,1517,Bryan Adams,If I Had You
3,9241,1507,Bruno Mars,If I Knew
3,45052,1524,Billy Joel,If I Only Had The Words To Tell You
3,10187,1555,Big Time Rush,If I Ruled The World
3,45379,1555,Big Time Rush,If I Ruled The World Acoustic
3,8985,1499,Bruce Springsteen,If I Should Fall Behind
3,45193,1535,Beyonce Knowles,If I Were A Boy
3,9646,1522,Belle And Sebastian,If She Wants Me
3,10210,1557,Brandi Carlile,If There Was No You
3,9141,1503,Bright Eyes,If Winter Ends
3,53111,4457,BigBang,IF YOU
3,9826,1531,Boys Like Girls,If You Could See Me Now
3,9764,1527,Backstreet Boys,If You Knew What I Knew
3,8944,1498,Bob Dylan,If You See Her Say Hello
3,45164,1533,Britney Spears,If You Seek Amy
3,45097,1527,Backstreet Boys,If You Want It To Be Good Girl Get Yourself A Bad Boy
3,58557,6632,Ben,If You Were Me
3,44820,1512,Byrds,If Your Gone
3,45475,1565,Boehse Onkelz,Ihr Sollt Den Tag Nicht Vor Dem Abend Loben
3,58914,6610,Bayu G2B,Ikhlas
3,9225,1506,Boyce Avenue,Ill Be
3,8902,1498,Bob Dylan,Ill Be Home For Christmas
3,5829,158,Bon Jovi,Ill Be There For You
3,44412,1498,Bob Dylan,Ill Be Your Baby Tonight
3,9379,1512,Byrds,Ill Feel A Whole Lot Better
3,10027,1542,Blake Shelton,Ill Just Hold On
3,10579,1594,Birdy,Ill Never Forget You
3,44413,1498,Bob Dylan,Ill Remember You
3,44968,1520,Ben Harper,Ill Rise
3,10219,1557,Brandi Carlile,Ill Still Be There
3,9435,1515,Brad Paisley,Ill Take You Back
3,44495,1499,Bruce Springsteen,Ill Work For Your Love
3,61500,7524,Billie Eilish,Ilomilo
3,45020,1522,Belle And Sebastian,Im A Cuckoo
3,45458,1564,Bates,Im Allright
3,45581,1582,Blondie,Im Always Touched By Your Presence Dear
3,8859,1497,Blink 182,Im Gay
3,9294,1509,Bowling For Soup,Im Gay
3,44496,1499,Bruce Springsteen,Im Goin Down
3,44859,1515,Brad Paisley,Im Gonna Miss Her
3,9964,1539,Buddy Holly,Im Gonna Set My Foot Down
3,44756,1510,Bob Marley,Im Hurting Inside
3,10282,1563,Beady Eye,Im Just Saying
3,10271,1563,Beady Eye,Im Just Saying Acoustic
3,45231,1539,Buddy Holly,Im Lookin For Someone To Love
3,8880,1497,Blink 182,Im Lost Without You
3,45165,1533,Britney Spears,Im Not A Girl Not Yet A Woman
3,44724,1508,Black Keys,Im Not The One
3,8903,1498,Bob Dylan,Im Not There
3,10418,1575,Brandon Heath,Im Not Who I Was
3,8986,1499,Bruce Springsteen,Im On Fire
3,45495,1568,Billy Currington,Im Pretty Good At Drinking Beer
3,9499,1517,Bryan Adams,Im Ready
3,45283,1542,Blake Shelton,Im Sorry
3,9305,1510,Bob Marley,Im Still Waiting
3,10315,1564,Bates,Im Still Waiting
3,5830,158,Bon Jovi,Im With You
3,10167,1554,Black Eyed Peas,Imma Be
3,45459,1564,Bates,Immer Weitergehen
3,9628,1521,Bee Gees,Immortality
3,9809,1530,Brand New,In A Jar
3,9750,1527,Backstreet Boys,In A World Like This
3,60957,1506,Boyce Avenue,In Case You Didnt Know
3,10466,1579,Black Stone Cherry,In My Blood
3,44989,1521,Bee Gees,In My Own Time
3,9547,1519,Beach Boys,In My Room
3,9942,1538,Bouncing Souls,In Sleep
3,9566,1519,Beach Boys,In The Back Of My Mind
3,45438,1563,Beady Eye,In The Bubble With A Bullet
3,44590,1502,Barenaked Ladies,In The Car
3,10428,1575,Brandon Heath,In The Dust
3,45034,1523,Black Veil Brides,In The End
3,44860,1515,Brad Paisley,In The Garden
3,10057,1545,Built To Spill,In The Morning
3,44555,1501,Bad Religion,In Their Hearts Is Right
3,45075,1525,Black Label Society,In This River Acoustic
3,44370,1497,Blink 182,In Transit
3,10095,1548,Bryan Ferry,In Your Mind
3,45423,1562,Bob Seger,In Your Time
3,9032,1499,Bruce Springsteen,Incident On 57th Street
3,45098,1527,Backstreet Boys,Incomplete
3,10381,1569,Brooke Fraser,Indelible
3,44497,1499,Bruce Springsteen,Independence Day
3,45516,1570,Brooks And Dunn,Indian Summer
3,45219,1538,Bouncing Souls,Infidel
3,9989,1540,Band Of Horses,Infinite Arms
3,9917,1537,Bush,Inflatable
3,55412,133,Beage,Ingin Kembali
3,401,153,Blaster [indie],Inginku
3,444,180,Bunga Citra Lestari,Ingkar
3,56558,4459,Bintang Band,Ingkari Janji
3,45084,1526,Blue October,Inner Glow
3,44556,1501,Bad Religion,Inner Logic
3,9851,1533,Britney Spears,Inside Out
3,42613,4756,Band Indie,Inspektur Aku Tak Bisa
3,45380,1555,Big Time Rush,Intermission
3,9731,1526,Blue October,Into The Ocean
3,10175,1555,Big Time Rush,Invisible
3,42609,4756,Band Indie,Invisible Story Jangan Jatuh Lagi
3,9604,1521,Bee Gees,Ioio
3,433,174,Bryan McFadden,Irish Son
3,55456,174,Bryan McFadden,Irish Song
3,60566,7293,Bilal Indrajaya,Irma
